id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm
3060283,1700615,Kim,Del Mar Heights,32.93634,-117.24355,Entire home/apt,170,1,43,1,0,0
2606578,3984907,John & Christina,North Hills,32.74547,-117.13853,Entire home/apt,81,3,414,1,0,0
51670806,61566684,Marwin,Mountain View,32.69438,-117.09991,Entire home/apt,255,2,90,1,102,63
3479784,2486132,Nicole,Pacific Beach,32.81126,-117.22671,Entire home/apt,325,3,11,1,0,0
3560755,17926311,Leonora,North Hills,32.74153,-117.12219,Private room,85,2,2,1,0,0
3458229,975389,Irene,Old Town,32.75307,-117.19501,Private room,102,3,3,4,0,0
3668723,9522814,Kelly,Park West,32.72424,-117.16142,Private room,80,5,46,2,0,0
3676959,4431872,"Stefan, Frances & Austin",Old Town,32.74587,-117.18004,Entire home/apt,139,2,353,2,0,55
49247242,80025429,Patricia,Mount Hope,32.70091,-117.09754,Entire home/apt,228,3,52,1,250,29
3960365,20518538,Jayna,Loma Portal,32.74527,-117.24197,Private room,69,1,82,1,0,0
4255372,13160731,Ashley,North Hills,32.7511,-117.12744,Entire home/apt,125,30,40,1,61,6
48788269,45544284,Igor,Mission Bay,32.78359,-117.23686,Entire home/apt,500,3,29,1,196,11
4421628,22952029,Tom And Gerianne,Southwest,32.605,-117.09298,Entire home/apt,100,30,53,1,55,5
37565699,8336938,Vacation Rentals By Aaron,Old Town,32.7528,-117.16482,Entire home/apt,199,7,54,57,230,8
8.47E+17,464273650,Jason,Loma Portal,32.75287702,-117.2325,Entire home/apt,60,30,0,2,127,0
5238444,27107058,Amitkumar,Rancho Bernadino,33.00894,-117.0818,Entire home/apt,189,8,8,1,0,2
4951548,25523560,Rowena,Pacific Beach,32.80477,-117.25122,Entire home/apt,189,4,204,4,13,33
51104583,119877234,Moses-Marquez,Old Town,32.75367,-117.18422,Shared room,30,2,23,4,63,11
6.72E+17,113421970,La Jolla,La Jolla,32.83495,-117.27505,Entire home/apt,342,1,7,67,274,7
5.72E+17,111814852,Vacasa California,La Jolla,32.83559968,-117.277352,Entire home/apt,220,3,14,60,342,12
2636301,12949014,Todd,West University Heights,32.75524,-117.15737,Entire home/apt,329,3,95,3,172,7
45788527,7805452,Mark,Old Town,32.74636,-117.1915,Entire home/apt,101,3,70,13,36,27
5.65E+17,48005494,Zeus,Mission Valley,32.76249,-117.1666,Entire home/apt,167,30,2,29,87,2
6.26E+17,234239181,Yumi,City Heights West,32.75516,-117.11815,Entire home/apt,104,1,28,21,357,28
25488939,192369667,Anna,Memorial,32.70298,-117.13356,Entire home/apt,278,2,229,1,27,44
5253705,27193907,Nicole,Balboa Park,32.72838,-117.13179,Private room,74,2,52,3,1,5
5592755,6843074,Vicki (Clare),Loma Portal,32.75333,-117.22887,Entire home/apt,130,50,4,1,26,1
7.32E+17,135779063,Camelia,City Heights East,32.74471,-117.0979,Entire home/apt,200,2,0,2,365,0
47956728,107421076,Nicole,Mission Bay,32.79323,-117.23291,Entire home/apt,160,1,80,5,223,34
15410338,36479683,Anuschka,Mission Bay,32.79009,-117.23418,Entire home/apt,153,2,402,2,345,51
49845326,402255076,Kelly,City Heights West,32.73757,-117.10379,Entire home/apt,77,2,157,4,28,81
52762108,124167496,Bill,North Hills,32.76669,-117.13158,Entire home/apt,168,1,116,2,163,102
6043711,31365405,Steve,Bay Terrace,32.69599,-117.03318,Private room,95,2,0,1,0,0
41310897,264755200,Diane,Memorial,32.70042,-117.13368,Entire home/apt,145,1,65,2,242,23
5.97E+17,2549748,Arthur,Memorial,32.70218,-117.14335,Entire home/apt,123,2,32,2,142,32
6145329,31877879,Stephanie,Wooded Area,32.72328,-117.25507,Entire home/apt,250,2,0,1,0,0
6257063,7376335,Debra,Sky Line,32.70533,-117.04369,Entire home/apt,65,2,0,1,0,0
5.97E+17,2549748,Arthur,Memorial,32.70204,-117.14313,Entire home/apt,188,2,54,2,156,54
53062419,41764711,Brittany,Normal Heights,32.765587,-117.125732,Private room,75,2,21,1,52,16
6150864,12912479,Inken,Pacific Beach,32.80859,-117.24873,Entire home/apt,490,3,7,1,0,1
8.01E+17,401309088,Jk,Memorial,32.69652,-117.12893,Entire home/apt,264,30,0,7,365,0
5.95E+17,441387774,Sarah,Memorial,32.7004,-117.12375,Entire home/apt,128,31,9,3,297,9
6122430,3252661,Luis,Pacific Beach,32.79328,-117.24368,Entire home/apt,88,2,330,6,0,46
5397075,795905,Franz,Pacific Beach,32.79649,-117.23533,Entire home/apt,87,3,506,3,0,45
6273139,14767766,Eli,College Area,32.76796,-117.06403,Entire home/apt,400,3,34,4,0,1
6317318,32870191,Matthew,Pacific Beach,32.80253,-117.2377,Entire home/apt,500,3,0,1,0,0
41377325,38171375,Joseph,North Hills,32.7401,-117.11808,Entire home/apt,114,3,23,1,33,23
31695120,4656446,Air Concierge,North Hills,32.74616,-117.14028,Entire home/apt,105,2,172,36,138,43
6.54E+17,465252977,Svetlana,Pacific Beach,32.79718722,-117.2332938,Entire home/apt,256,2,15,1,279,15
6900815,13643691,Tamara,Midtown,32.73811,-117.17236,Entire home/apt,169,31,9,2,362,0
6372898,9580316,Tami,Mission Bay,32.79432,-117.23587,Entire home/apt,199,3,1,2,0,0
5.77E+17,448325730,Syncletica,Memorial,32.70248,-117.14,Entire home/apt,177,2,29,1,21,29
6750836,5304854,Denis,La Jolla,32.85317,-117.24757,Entire home/apt,250,4,12,1,0,2
7012606,36764119,Gail Beth,North Hills,32.73689,-117.12453,Entire home/apt,339,5,13,4,1,2
6855128,6675290,Tamer,Mission Valley,32.76759,-117.1577,Entire home/apt,75,1,57,5,0,1
32018626,9784609,Leon,Grant Hill,32.70783,-117.13821,Entire home/apt,122,1,51,6,48,7
7149961,37444024,Artemis,North Hills,32.74875,-117.14287,Entire home/apt,98,14,6,1,0,1
7181796,3209818,Mark And Renee,Clairemont Mesa,32.81582,-117.16491,Entire home/apt,375,3,2,1,0,0
7367162,35661361,Aaron,Pacific Beach,32.80584,-117.25706,Entire home/apt,92,31,3,1,2,2
19634850,21767797,Eric & Heather,North Hills,32.74217,-117.13858,Entire home/apt,180,4,145,1,111,12
7385428,1002218,Lina,Little Italy,32.72559,-117.16757,Private room,73,3,223,2,0,0
7517736,27739790,Greg,North Hills,32.75101,-117.13973,Private room,71,2,293,1,3,48
14773757,2399935,Karl,Mission Bay,32.79312,-117.23258,Entire home/apt,146,31,214,2,128,9
23153245,29990718,Gary,Cortez Hill,32.72134,-117.15753,Entire home/apt,174,3,144,10,14,26
7604106,5920875,Vittorio,College Area,32.75928,-117.07769,Entire home/apt,169,3,64,4,2,10
53967303,126644161,Evolve,North Hills,32.75408,-117.13,Entire home/apt,101,2,14,83,84,12
7.78E+17,57481141,Angela,West University Heights,32.76171,-117.14672,Entire home/apt,131,1,11,15,315,11
42589658,126644161,Evolve,North Hills,32.75318,-117.13005,Entire home/apt,104,2,49,83,335,16
40309604,175768381,Jordy,Loma Portal,32.75062,-117.24085,Entire home/apt,169,1,321,2,149,92
7636498,4792254,Christine,Encanto,32.72546,-117.05571,Entire home/apt,239,5,64,1,0,0
7733338,15127606,David & Erin,North Hills,32.74916,-117.1354,Entire home/apt,99,60,79,3,0,6
8052241,1464984,Linda,Normal Heights,32.76503,-117.12068,Entire home/apt,112,5,37,1,0,0
41698156,328465754,Doro,Pacific Beach,32.80437,-117.24108,Entire home/apt,103,14,1,1,112,0
7803662,41075338,John,City Heights West,32.7436,-117.11563,Private room,139,2,183,2,0,0
6.07E+17,78330595,Tim,Midtown,32.75134,-117.14663,Entire home/apt,211,2,25,2,344,25
16580819,5340281,Alexa,Pacific Beach,32.8038063,-117.2396774,Entire home/apt,369,2,37,2,256,7
8871060,29705038,Victoria,Park West,32.73016,-117.16081,Entire home/apt,85,28,20,1,0,0
8228931,3252661,Luis,Pacific Beach,32.79327,-117.24374,Entire home/apt,98,2,526,6,0,58
9154346,5209792,Brad,Gaslamp Quarter,32.7143,-117.15997,Entire home/apt,161,31,28,2,0,1
26669809,7834659,Kay,North Hills,32.73696,-117.12837,Private room,110,2,13,1,88,0
9253614,37940827,B,Pacific Beach,32.79864,-117.23508,Entire home/apt,100,3,46,1,0,2
7.10E+17,103913202,Anna,Ocean Beach,32.73935181,-117.2459392,Entire home/apt,357,4,6,1,54,6
9259754,48103491,Gretchen,North Clairemont,32.83613,-117.20496,Private room,59,1,42,1,0,0
51887586,336396789,Surfseekers,Pacific Beach,32.80333,-117.23027,Entire home/apt,193,2,14,16,64,5
6425559,28685475,Mick,North Hills,32.74078,-117.12479,Entire home/apt,224,7,28,1,224,8
8813329,46170232,Jay,Mission Bay,33.08532,-117.02877,Private room,75,1,221,2,0,21
8922834,29999383,Joshua,North Hills,32.75231,-117.12676,Private room,90,1,3,1,0,0
53191872,429429981,Vacasa California,Loma Portal,32.75086,-117.24222,Entire home/apt,139,3,3,122,364,1
42563540,339037343,Sharon,Pacific Beach,32.7938,-117.24854,Entire home/apt,419,3,71,4,290,19
23344496,169140660,Dean,La Jolla,32.83271,-117.27511,Private room,68,1,51,1,56,24
13590407,20769045,Carol,La Jolla,32.83225,-117.28095,Private room,138,2,75,2,74,23
8.46E+17,346394298,The Coastal Project,Pacific Beach,32.80254992,-117.2551772,Entire home/apt,107,3,0,10,350,0
6.35E+17,43349223,Evan,North Hills,32.74351,-117.12459,Entire home/apt,214,2,33,72,259,33
7.72E+17,62826503,Erik,Loma Portal,32.7483754,-117.2442565,Entire home/apt,219,2,4,1,99,4
22398983,163831528,Roxanne,Ocean Beach,32.74776,-117.2456,Private room,122,2,288,1,113,53
9490090,4833392,Crystal,Northwest,32.63663,-117.08127,Entire home/apt,125,30,119,1,0,3
9376349,3252661,Luis,Mission Bay,32.7683,-117.25139,Entire home/apt,122,2,406,6,2,46
12154755,171182659,Carmi,Mission Bay,32.76308,-117.25019,Entire home/apt,243,3,20,7,0,3
42017825,3475472,Marie & Charles,Loma Portal,32.74763,-117.24093,Entire home/apt,178,2,29,3,326,8
7.86E+17,23321207,Matt,Loma Portal,32.74753367,-117.2380481,Entire home/apt,157,2,4,1,18,4
11852151,2855121,Corinne,Mission Bay,32.7841,-117.25205,Entire home/apt,191,3,360,3,18,57
11987206,30298734,Ian,North Hills,32.73534,-117.12082,Entire home/apt,126,1,742,2,0,117
24335666,183615980,Gala,Loma Portal,32.74523,-117.24548,Entire home/apt,116,2,211,1,340,46
13060266,72330097,Ilbert,East Village,32.71292,-117.15718,Entire home/apt,129,1,330,1,0,16
12920127,3252661,Luis,Mission Bay,32.79311,-117.24381,Entire home/apt,121,2,128,6,0,10
37363005,45859745,Kyle,Pacific Beach,32.8044,-117.25317,Entire home/apt,184,1,177,5,52,58
13392590,27333332,Nelson,Park West,32.72778,-117.16071,Entire home/apt,135,3,3,1,0,0
13343639,75596042,Brendan,Roseville,32.73444,-117.22846,Private room,90,1,66,1,0,0
8939931,9356757,Jane,North Hills,32.74602,-117.1289,Entire home/apt,103,3,112,1,194,23
13729506,80299846,Jeanine,Mission Bay,32.76667,-117.25083,Private room,125,30,1,1,0,0
33491094,57066133,Francesca,Loma Portal,32.75012,-117.2407,Entire home/apt,135,1,145,19,240,39
2083989,10644072,Cliff,Loma Portal,32.74974,-117.2416,Entire home/apt,97,2,557,1,158,37
13193943,73874008,Steve,Pacific Beach,32.80485,-117.24765,Private room,95,2,169,1,0,20
6.00E+17,49843484,Dustin,Loma Portal,32.74918,-117.24012,Entire home/apt,137,1,44,1,284,44
13989839,10003458,Bryant,East Village,32.70972,-117.15419,Entire home/apt,99,89,10,2,5,3
45816176,64369150,Porter,Loma Portal,32.75031785,-117.2382382,Entire home/apt,96,2,179,8,135,69
52657716,176274812,Andy,Ocean Beach,32.75164,-117.24196,Entire home/apt,209,3,71,1,124,61
10670362,881918,Lori,Loma Portal,32.74895,-117.24033,Entire home/apt,232,3,259,5,249,32
4558846,23158402,Stacie,Loma Portal,32.74919,-117.24132,Entire home/apt,197,2,206,1,283,39
14748610,1105249,Gabriel,East Village,32.7143,-117.15507,Entire home/apt,100,2,171,10,0,24
12026104,881918,Lori,Loma Portal,32.74982,-117.24193,Entire home/apt,164,3,234,5,256,37
53498957,3958991,Tory,Pacific Beach,32.80208,-117.25249,Entire home/apt,159,2,17,3,98,17
6.30E+17,3958991,Tory,Pacific Beach,32.80401,-117.25407,Entire home/apt,360,3,17,3,329,17
6.20E+17,446539309,Casimir,Pacific Beach,32.7982,-117.25384,Entire home/apt,354,3,2,1,63,2
15421080,71419804,Laurna,City Heights West,32.75502,-117.11625,Entire home/apt,150,2,0,1,0,0
37916844,38578330,Inge,Balboa Park,32.71338,-117.14449,Entire home/apt,296,3,84,1,85,26
6.19E+17,70375918,Rebecca,Ocean Beach,32.74085,-117.2523,Entire home/apt,178,1,49,12,268,49
8.02E+17,125444529,Cody,Pacific Beach,32.80041722,-117.2567344,Entire home/apt,198,2,0,39,19,0
8953293,46795717,Hector,Pacific Beach,32.79899,-117.24962,Entire home/apt,303,3,162,1,14,10
8.50E+17,499662709,Mason,Loma Portal,32.7486874,-117.24386,Entire home/apt,284,3,0,27,327,0
11022426,3475472,Marie & Charles,Loma Portal,32.74944,-117.2402,Entire home/apt,176,2,322,3,319,45
3801623,19529459,Peter,Ocean Beach,32.75277,-117.24103,Entire home/apt,123,3,430,1,228,53
6.79E+17,3853338,Mohammad,Sorrento Valley,32.89957,-117.16482,Entire home/apt,125,31,1,1,365,1
34390564,37353287,Nancys,Pacific Beach,32.80275,-117.25282,Entire home/apt,288,4,33,61,291,5
6.51E+17,326010257,AvantStay San Diego,Pacific Beach,32.8046462,-117.2419683,Entire home/apt,337,1,24,58,288,10
51605758,407854821,Jenika,Pacific Beach,32.80472,-117.25378,Entire home/apt,147,31,15,1,267,9
6.59E+17,348482516,Laura,Balboa Park,32.71812,-117.14262,Entire home/apt,241,2,1,2,17,1
6.40E+17,334739188,Mauricio,Lake Murray,32.80081,-117.01124,Private room,41,1,47,2,334,47
33968080,55708924,Gabriella,Pacific Beach,32.80381,-117.25527,Entire home/apt,247,2,152,2,82,44
40397192,312261756,Nga,Mira Mesa,32.92347,-117.12027,Entire home/apt,201,4,68,1,112,19
6.15E+17,432939989,James,University City,32.87227,-117.2008,Entire home/apt,343,2,22,11,312,22
6.83E+17,468781634,Amanda,Scripps Ranch,32.92337,-117.11309,Entire home/apt,237,15,0,1,328,0
7.71E+17,292516726,Collette,Sky Line,32.7097032,-117.01895,Entire home/apt,132,2,4,3,320,4
6.97E+17,466663446,Venetian,University City,32.86778,-117.22058,Entire home/apt,318,2,7,17,43,7
8.39E+17,2772383,San Diego,Wooded Area,32.70848501,-117.2371216,Entire home/apt,212,30,0,31,255,0
6.68E+17,255854919,Laura,East Village,32.71065,-117.1487,Entire home/apt,100,2,30,4,78,30
6.66E+17,461869937,MartiNatasha,Midtown,32.74717,-117.17131,Private room,174,1,3,5,58,3
50158322,43349223,Evan,La Jolla,32.82801,-117.27971,Entire home/apt,277,2,116,72,15,62
53630998,126537808,Jeff,La Jolla,32.8274,-117.27827,Entire home/apt,130,2,69,5,43,54
44659253,34073051,Kelly,Pacific Beach,32.79766,-117.2498,Entire home/apt,293,2,121,15,143,42
13590231,78504580,Susan,Mission Bay,32.79065,-117.24283,Entire home/apt,232,30,0,2,126,0
24184174,86793666,Connor,Rancho Penasquitos,32.9538137,-117.1045276,Entire home/apt,160,3,2,1,36,2
6.79E+17,408518931,Mary,Egger Highlands,32.56974132,-117.0934419,Private room,60,1,71,3,2,71
6.60E+17,331991771,Melissa,Paradise Hills,32.67478,-117.04042,Entire home/apt,77,2,25,1,160,25
8.17E+17,111814568,Vacasa California,Pacific Beach,32.79791979,-117.2426034,Entire home/apt,261,2,0,46,321,0
7.46E+17,485192676,Anne,Pacific Beach,32.8030961,-117.237068,Entire home/apt,150,30,0,1,221,0
13649830,60385271,Kim,San Carlos,32.81419,-117.06361,Private room,40,28,70,2,82,2
4256683,7108129,Janine,La Jolla,32.82797,-117.28027,Entire home/apt,230,3,217,4,260,34
925170,2409798,Terry,La Jolla,32.82714,-117.27705,Entire home/apt,107,1,508,3,96,85
1037247,2409798,Terry,La Jolla,32.82882,-117.27689,Entire home/apt,86,1,566,3,75,76
8.17E+17,111814568,Vacasa California,Pacific Beach,32.79776332,-117.2405604,Entire home/apt,259,2,1,46,347,1
13436012,76655222,Kim,La Jolla,32.82752,-117.27611,Entire home/apt,268,3,335,1,147,50
6.88E+17,129797731,Jad,Allied Gardens,32.81664,-117.08615,Private room,67,1,7,5,160,7
17345286,27968582,L,La Jolla Village,32.86945,-117.23382,Entire home/apt,168,31,28,1,88,3
48486197,339037343,Sharon,Pacific Beach,32.79846,-117.25217,Entire home/apt,486,3,41,4,338,25
34975998,125444529,Cody,Pacific Beach,32.79818,-117.24399,Entire home/apt,151,2,186,39,200,62
8.24E+17,296834440,Ane,Pacific Beach,32.797153,-117.239069,Entire home/apt,201,1,0,1,297,0
6.60E+17,269912706,Richard,San Ysidro,32.56141,-117.0461,Private room,76,1,46,1,333,46
7.71E+17,270127613,Nathan,La Jolla,32.8282,-117.27995,Entire home/apt,457,7,12,15,70,12
31410597,9015124,Sunshine,La Jolla,32.82633,-117.27617,Entire home/apt,145,28,186,2,104,43
34701572,44785982,Philippe,Bay Terrace,32.69184,-117.03045,Entire home/apt,132,28,42,2,222,2
8.54E+17,126644161,Evolve,Allied Gardens,32.79366306,-117.0955666,Entire home/apt,156,2,0,83,364,0
8.39E+17,458931716,Jacob,Jomacha-Lomita,32.712804,-117.0336786,Entire home/apt,170,1,2,28,36,2
5846098,11137577,Li Hua,San Ysidro,32.56659,-117.05527,Private room,50,30,11,5,365,0
7.71E+17,270127613,Nathan,La Jolla,32.82814,-117.28049,Entire home/apt,248,2,7,15,140,7
41979644,41754432,James,Pacific Beach,32.80454,-117.24392,Entire home/apt,184,4,117,4,216,47
35578192,267684308,Jovan B,Pacific Beach,32.80513,-117.24432,Entire home/apt,172,2,170,2,70,41
7.88E+17,68575933,S. Edris,Grantville,32.7920876,-117.0917066,Entire home/apt,105,31,1,1,329,1
5.97E+17,395845553,Jenn,San Carlos,32.80757,-117.05041,Entire home/apt,143,1,18,11,126,18
42123743,41754432,James,Pacific Beach,32.80494,-117.24628,Entire home/apt,188,4,101,4,231,40
6291366,32709839,Amy,Pacific Beach,32.80421,-117.24799,Entire home/apt,145,2,145,1,150,24
35848700,74731258,Cindy,La Jolla Village,32.86437,-117.23211,Entire home/apt,250,30,8,2,152,1
7.80E+17,48005494,Zeus,Mira Mesa,32.92076,-117.12227,Entire home/apt,209,30,0,29,336,0
39696134,116586153,Tracey,Grantville,32.7907,-117.09194,Entire home/apt,91,1,74,1,149,21
591575,2919820,Karl,La Jolla,32.82898,-117.27846,Entire home/apt,399,3,95,2,151,19
7.08E+17,429597057,Eddie,San Carlos,32.80746,-117.06533,Entire home/apt,111,1,25,1,116,25
6.75E+17,111814989,Vacasa California,Pacific Beach,32.79741,-117.24123,Entire home/apt,372,3,0,41,365,0
28872641,118282318,Caroline & Anthony,Pacific Beach,32.79895,-117.24587,Entire home/apt,172,2,328,6,188,51
16529530,56284776,Teri,Grantville,32.79218,-117.08969,Entire home/apt,94,2,266,1,216,45
24428087,4185643,Veena,Del Cerro,32.78774,-117.08336,Entire home/apt,193,2,258,23,76,57
49157434,6902312,Dave,Pacific Beach,32.803253,-117.238014,Entire home/apt,150,30,0,1,365,0
22719889,167638585,Thelma,Bay Terrace,32.67588,-117.03839,Entire home/apt,100,2,152,1,277,32
8783597,46039964,James,La Jolla,32.82874,-117.27739,Entire home/apt,157,2,144,1,241,53
6.77E+17,18613849,Soha,Rancho Penasquitos,32.95876,-117.13576,Entire home/apt,500,7,1,1,88,1
6.47E+17,25519858,Janet & Scott,Pacific Beach,32.793182,-117.246143,Entire home/apt,204,2,30,26,327,30
21682220,8336938,Vacation Rentals By Aaron,Loma Portal,32.74471,-117.24274,Entire home/apt,255,7,70,57,215,15
6911307,33923751,Thuy,Ocean Beach,32.74711,-117.24776,Entire home/apt,214,2,179,4,0,30
43251120,457865527,Luxe,Mission Bay,32.79234,-117.24594,Entire home/apt,239,3,122,47,222,39
3198657,3736562,Renee,Pacific Beach,32.79456,-117.24281,Entire home/apt,155,1,100,6,358,29
36040384,255444070,Kathy,Otay Ranch,32.61675,-117.00704,Private room,82,1,87,3,360,22
34021304,52704369,Kathy,San Carlos,32.79539,-117.04978,Entire home/apt,63,2,141,1,101,36
34310518,255444070,Kathy,Otay Ranch,32.61494,-117.0089,Private room,67,1,43,3,364,5
8.13E+17,4501445,Diego,Pacific Beach,32.79566816,-117.244831,Entire home/apt,404,2,7,9,79,7
52513188,191641237,Eve,Ocean Beach,32.74804,-117.24761,Entire home/apt,300,3,11,1,310,8
8.02E+17,125444529,Cody,Loma Portal,32.74566678,-117.2462065,Entire home/apt,218,2,0,39,0,0
6493489,28399095,Kaylee,Pacific Beach,32.7938,-117.24433,Entire home/apt,250,3,154,1,260,16
8.17E+17,423040050,Paul,Rancho Penasquitos,32.94673008,-117.1321368,Entire home/apt,254,1,0,1,153,0
5.52E+17,211009652,Zoe,Rancho Penasquitos,32.95243,-117.11391,Entire home/apt,350,31,0,14,270,0
53865860,254826659,Millie,Jomacha-Lomita,32.71589,-117.04327,Entire home/apt,283,2,34,11,262,26
17937346,123024385,Kent,Ocean Beach,32.73963,-117.24647,Entire home/apt,225,3,44,1,249,19
16687937,42795986,Daniel,Pacific Beach,32.79567,-117.24775,Entire home/apt,242,1,220,11,47,39
24098712,22585900,Jesse,Mission Bay,32.79239,-117.24591,Entire home/apt,185,4,126,1,213,24
14809720,48638161,Axwell,University City,32.86430762,-117.2236839,Entire home/apt,295,2,0,1,365,0
52793650,57540298,Amy,San Ysidro,32.56071,-117.06387,Private room,149,1,5,10,180,2
43275745,4635300,Lauren,Pacific Beach,32.79422,-117.24407,Entire home/apt,165,7,16,1,326,9
53501999,110240164,Calla,Pacific Beach,32.79335,-117.24375,Entire home/apt,297,2,18,1,314,18
6.49E+17,34131276,Dries,Del Cerro,32.78909,-117.08393,Entire home/apt,91,2,21,1,70,21
6.52E+17,111814989,Vacasa California,San Carlos,32.80544,-117.05423,Entire home/apt,438,2,14,41,335,14
49989011,50214622,Sherry,Mira Mesa,32.92303,-117.12668,Entire home/apt,215,3,7,5,133,2
6.08E+17,48005494,Zeus,Rancho Penasquitos,32.95248,-117.1097,Entire home/apt,175,30,1,29,281,1
13559549,4656446,Air Concierge,Pacific Beach,32.79506,-117.24415,Entire home/apt,254,3,150,36,59,20
13558571,4656446,Air Concierge,Pacific Beach,32.79499,-117.2441,Entire home/apt,254,3,154,36,80,19
44103899,15255144,Jeremy And Nesli,Pacific Beach,32.79669,-117.24899,Entire home/apt,370,3,102,7,333,39
13548671,4656446,Air Concierge,Pacific Beach,32.79536,-117.24433,Entire home/apt,250,3,169,36,66,22
41012009,73863048,Angela,Pacific Beach,32.79577,-117.24828,Entire home/apt,130,5,32,1,316,20
7.92E+17,147276739,Urban Sands,Mission Bay,32.79175218,-117.2439743,Entire home/apt,201,4,3,92,225,3
4017146,20829655,David,Ocean Beach,32.74752,-117.24781,Entire home/apt,229,4,194,1,146,21
6.06E+17,98856678,Connie,Rancho Penasquitos,32.96607,-117.11013,Entire home/apt,295,30,0,1,267,0
8.04E+17,110360327,Annie,Grantville,32.79041389,-117.0960804,Private room,43,31,0,3,208,0
6.75E+17,408518931,Mary,Egger Highlands,32.56901,-117.09428,Private room,69,1,67,3,2,67
52128935,8336938,Vacation Rentals By Aaron,Mission Bay,32.79274,-117.24529,Entire home/apt,318,7,35,57,218,20
7.35E+17,37284208,Samantha,Ocean Beach,32.74371,-117.24866,Entire home/apt,192,2,6,1,237,6
48468715,147276739,Urban Sands,Mission Bay,32.79208755,-117.2450638,Entire home/apt,195,2,33,92,313,13
28682213,215746618,Shawn,Loma Portal,32.74606,-117.24607,Entire home/apt,109,10,63,18,90,5
40671797,157425421,Manuela,Loma Portal,32.74442,-117.24753,Entire home/apt,175,2,148,4,145,53
50547808,114865882,Billy,Loma Portal,32.74361,-117.24697,Entire home/apt,245,3,23,4,267,13
28591759,215746618,Shawn,Loma Portal,32.74771,-117.24451,Entire home/apt,100,12,79,18,90,4
1746543,9192036,Gail & Beth,North Hills,32.74027,-117.12716,Entire home/apt,165,3,35,7,266,4
47918385,43349223,Evan,Loma Portal,32.74455,-117.24569,Entire home/apt,332,2,90,72,167,25
49576076,356251251,Pride,North Hills,32.7463,-117.12213,Entire home/apt,190,2,10,4,311,6
1750470,9192036,Gail & Beth,North Hills,32.74054,-117.1274,Entire home/apt,152,3,49,7,161,1
6.58E+17,241464302,XFactor,North Hills,32.73943,-117.12361,Entire home/apt,314,3,3,3,82,3
41690239,329124774,Laura,Grantville,32.78786,-117.09044,Entire home/apt,85,5,42,1,85,1
49690008,200239871,Mark,Rancho Del Rey,32.64464,-117.03048,Private room,65,30,6,3,90,0
52630535,57540298,Amy,San Ysidro,32.55842,-117.06359,Private room,149,1,1,10,365,0
37286797,971185,Jessica,San Carlos,32.80161,-117.06958,Entire home/apt,349,3,71,1,285,17
50504751,200239871,Mark,Rancho Del Rey,32.64699,-117.02718,Private room,35,30,4,3,98,0
5.49E+17,48005494,Zeus,University City,32.86382,-117.2294,Entire home/apt,112,30,0,29,338,0
34176303,6082110,Shannon,Grantville,32.78739,-117.08803,Entire home/apt,297,3,153,12,210,51
8.11E+17,497681492,Angela,Lake Murray,32.80151271,-117.0283684,Private room,82,31,0,1,88,0
7.19E+17,347446453,Jennifer,North Hills,32.74216,-117.12199,Entire home/apt,90,30,0,3,322,0
43692032,61693437,Jordana,Otay Ranch,32.61206,-116.99352,Entire home/apt,338,30,34,1,329,9
38161200,30217550,Breton,North Hills,32.74049,-117.12414,Entire home/apt,245,3,10,1,305,3
17464165,44163524,Annette,North Clairemont,32.83559,-117.19893,Private room,48,2,465,3,97,58
7.19E+17,347446453,Jennifer,North Hills,32.74041,-117.12336,Entire home/apt,80,30,1,3,345,1
1751176,9192036,Gail & Beth,North Hills,32.74086,-117.12829,Entire home/apt,285,3,3,7,221,0
8.18E+17,159355723,Outsite,North Hills,32.73991,-117.12717,Entire home/apt,150,2,0,10,358,0
8.17E+17,159355723,Outsite,North Hills,32.74148588,-117.1253337,Entire home/apt,340,31,0,10,364,0
13981191,36764119,Gail Beth,North Hills,32.73911,-117.13248,Entire home/apt,239,7,16,4,206,1
54259893,390706460,Jay,Pacific Beach,32.801659,-117.251419,Entire home/apt,163,1,56,15,251,50
51127047,45859745,Kyle,Pacific Beach,32.80557,-117.25489,Entire home/apt,200,1,96,5,53,53
42896127,45859745,Kyle,Pacific Beach,32.80399,-117.25206,Entire home/apt,180,1,198,5,48,52
17717908,8959661,Molly,Pacific Beach,32.80259,-117.24146,Entire home/apt,119,4,261,15,239,58
1868816,2833833,Ryder & Michelle,Pacific Beach,32.80175,-117.25532,Entire home/apt,153,2,547,5,74,59
38452739,12329449,Isabel,University City,32.85909,-117.21336,Entire home/apt,136,1,101,1,113,17
9052582,47231544,Matthew,Paradise Hills,32.67328,-117.06445,Private room,85,2,61,1,170,0
1696519,8959661,Molly,Pacific Beach,32.80259,-117.24146,Entire home/apt,146,4,328,15,220,31
576112,2833833,Ryder & Michelle,Pacific Beach,32.80451,-117.25308,Entire home/apt,158,2,713,5,65,62
34934376,263242566,Daniel C,Pacific Beach,32.80485,-117.24212,Entire home/apt,176,2,212,1,58,65
8.27E+17,456430581,Monica,Grantville,32.79383096,-117.1093694,Entire home/apt,118,31,0,2,340,0
7.73E+17,430431279,Teanna,Allied Gardens,32.79639,-117.0938,Entire home/apt,250,1,4,1,303,4
