id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm
22389574,134577004,David,Mission,37.75898,-122.42193,Shared room,500,3,3,2,343,2
22396454,1257432,San Francisco Life Real Estate,Downtown/Civic Center,37.77512,-122.42004,Entire home/apt,115,30,10,28,232,4
21786174,4430421,Landmark,Downtown/Civic Center,37.786,-122.41121,Entire home/apt,79,30,9,154,177,4
21796486,4856574,Jeff,Mission,37.7589,-122.41459,Private room,65,30,6,7,53,0
21798246,4430421,Landmark,Downtown/Civic Center,37.78597,-122.41036,Entire home/apt,81,30,2,154,142,1
21380403,154851443,Paul,Bernal Heights,37.74716,-122.41298,Entire home/apt,120,30,71,1,0,0
21804276,1857594,William,Excelsior,37.72817,-122.417,Entire home/apt,105,30,24,1,260,6
21389519,3363650,Beverly,Outer Mission,37.72991,-122.44753,Entire home/apt,101,1,102,3,70,47
22402266,80517551,Lily And Jacob,Outer Sunset,37.74756,-122.48892,Entire home/apt,116,30,31,1,89,3
21812815,84387679,Aaron,Outer Richmond,37.77326,-122.48014,Entire home/apt,109,3,301,1,55,51
22403752,163722561,Ann,Inner Richmond,37.78464068,-122.471171,Entire home/apt,108,30,7,2,302,0
22410401,158369175,Ejlam,Marina,37.80122,-122.42536,Private room,99,30,5,5,89,3
22430481,55550031,Molly,Outer Sunset,37.75841,-122.49703,Entire home/apt,126,5,124,2,18,13
21399171,2863556,Tommy,Noe Valley,37.75163,-122.44162,Entire home/apt,218,30,48,1,179,0
21827349,13832870,International,Presidio Heights,37.78658,-122.44959,Entire home/apt,123,30,5,17,365,3
21413104,4430421,Landmark,Downtown/Civic Center,37.78405,-122.41434,Entire home/apt,83,30,2,154,177,0
21836601,159220529,Debbie,Castro/Upper Market,37.76782,-122.4315,Entire home/apt,125,30,59,1,244,1
21425660,18349219,Clint,Visitacion Valley,37.71972,-122.40361,Entire home/apt,117,2,377,1,47,65
22435235,102598592,Luke,Castro/Upper Market,37.7657,-122.43372,Entire home/apt,485,30,0,1,0,0
22453044,4430421,Landmark,Downtown/Civic Center,37.78559,-122.41654,Entire home/apt,83,30,1,154,177,1
21880287,963387,Michael,Mission,37.75443,-122.41732,Private room,75,30,106,1,206,0
22469468,10267172,C�dric & Jun,Visitacion Valley,37.72354,-122.40393,Private room,89,2,259,4,41,25
21440528,155486904,Rosa,Bernal Heights,37.74735,-122.41016,Entire home/apt,160,30,39,1,137,4
21897971,46740514,Freddi,Mission,37.75229,-122.41338,Private room,95,30,19,1,179,4
21449226,117141107,Zarinah,Haight Ashbury,37.76944,-122.44992,Private room,100,1,49,43,0,0
21450077,4430421,Landmark,Downtown/Civic Center,37.78475,-122.41636,Entire home/apt,91,30,2,154,177,2
22483206,84011857,Preston,Castro/Upper Market,37.75807,-122.44195,Entire home/apt,327,3,24,2,261,13
22495406,3138116,Jay & Kevin,Castro/Upper Market,37.76393,-122.42817,Private room,109,6,29,2,0,2
21919621,47514427,Jeffrey & Susan & Bryce,Downtown/Civic Center,37.78784,-122.41036,Private room,320,2,31,27,111,1
21923877,93427,Perry,West of Twin Peaks,37.72718,-122.46102,Entire home/apt,100,30,0,1,365,0
22507454,150732464,Salman,Nob Hill,37.79574,-122.41739,Entire home/apt,99,30,6,7,278,2
21924375,19312731,Ida,Castro/Upper Market,37.76157,-122.44001,Private room,99,30,10,1,173,1
22512581,152997097,James And Kim,Western Addition,37.77296,-122.42525,Private room,109,2,130,2,129,29
21464833,17578598,Christian,Western Addition,37.77658,-122.44209,Entire home/apt,170,30,10,3,245,0
21475672,4430421,Landmark,Mission,37.76471,-122.41674,Entire home/apt,88,30,3,154,177,0
21960180,5551869,Paige Lee,Presidio,37.79183,-122.45,Entire home/apt,500,30,1,1,358,0
21488055,24876602,Jordan,North Beach,37.8047,-122.41562,Entire home/apt,219,1,0,1,0,0
21502035,13832870,International,Presidio Heights,37.7861,-122.45186,Entire home/apt,119,30,4,17,339,0
22525784,9109983,Geoffrey,Outer Mission,37.72275,-122.43947,Private room,80,7,63,4,291,17
21964157,149797235,Wing,Bayview,37.71889,-122.39441,Entire home/apt,192,1,206,1,162,39
21966303,4430421,Landmark,Mission,37.75223,-122.42439,Entire home/apt,104,30,6,154,125,2
22532009,158469625,Jinza,Twin Peaks,37.75204,-122.45008,Entire home/apt,281,3,199,1,209,34
21514950,156337070,Paul,Inner Richmond,37.7805,-122.47071,Entire home/apt,360,30,29,1,153,3
21526852,156446034,Guadalupe,Mission,37.75749,-122.41137,Entire home/apt,196,30,26,1,0,0
22001836,158369175,Ejlam,Marina,37.80152,-122.42526,Private room,82,30,4,5,179,2
21529297,15293495,Charlie,Western Addition,37.77408,-122.4306,Private room,75,5,191,2,32,31
21530578,15293495,Charlie,Western Addition,37.77401,-122.43051,Private room,65,4,138,2,54,6
22546291,99664272,Monita,Outer Mission,37.7137,-122.44863,Private room,44,30,2,4,359,1
21552181,7167320,Andrea,Glen Park,37.73671,-122.42686,Entire home/apt,100,30,33,1,0,0
22015376,107400974,Todd,Castro/Upper Market,37.76035,-122.43505,Entire home/apt,345,7,11,2,70,3
21555212,117141107,Zarinah,Haight Ashbury,37.76944,-122.44992,Shared room,50,1,47,43,0,0
22548614,165656350,Judy,Castro/Upper Market,37.75842,-122.43442,Private room,98,1,303,1,146,78
22549221,6555530,Phyllis,Outer Mission,37.73212,-122.44669,Private room,65,30,0,3,89,0
22016717,4430421,Landmark,Mission,37.75428,-122.42457,Entire home/apt,118,30,2,154,178,0
22551762,99664272,Monita,Outer Mission,37.71195,-122.45067,Private room,80,30,0,4,358,0
22551985,4430421,Landmark,Mission,37.76427,-122.41885,Entire home/apt,90,30,7,154,170,3
22032410,91333416,Jan,Outer Richmond,37.77494,-122.50949,Entire home/apt,110,30,2,25,277,0
22563498,163339428,Jenny,Pacific Heights,37.79214,-122.42524,Private room,185,5,124,3,0,0
21561809,26860112,Jonathan,Outer Mission,37.72146,-122.43942,Entire home/apt,401,7,4,3,0,0
21578559,47514427,Jeffrey & Susan & Bryce,Downtown/Civic Center,37.77951,-122.42134,Private room,205,2,36,27,11,2
21579309,47514427,Jeffrey & Susan & Bryce,Downtown/Civic Center,37.77864,-122.42226,Private room,205,2,27,27,11,0
22032438,91333416,Jan,Western Addition,37.77566,-122.43099,Entire home/apt,130,30,7,25,347,3
22032808,91333416,Jan,Pacific Heights,37.79062,-122.43428,Entire home/apt,90,30,3,25,346,1
21583195,47514427,Jeffrey & Susan & Bryce,Downtown/Civic Center,37.77864,-122.42226,Entire home/apt,205,2,116,27,34,17
22032836,91333416,Jan,Pacific Heights,37.79183,-122.43624,Entire home/apt,90,30,2,25,286,1
21584555,9541214,Julian,Western Addition,37.77652,-122.43148,Private room,142,1,169,2,26,12
22047367,4430421,Landmark,Downtown/Civic Center,37.78612,-122.41649,Entire home/apt,85,30,1,154,177,0
22568473,224980,Robin And Larry,Haight Ashbury,37.77557,-122.44239,Private room,118,2,62,1,102,22
22048292,4430421,Landmark,Downtown/Civic Center,37.78574,-122.41157,Entire home/apt,81,30,5,154,177,0
22067613,27142405,Willow,Pacific Heights,37.7896,-122.44309,Private room,225,30,0,1,0,0
22577863,131200418,Lois,Inner Sunset,37.76544,-122.47301,Private room,61,30,5,25,179,0
22068547,33005301,Sheldon,Inner Sunset,37.76414,-122.4541,Private room,78,30,0,1,0,0
22586319,149498560,Jean,Visitacion Valley,37.71406,-122.40652,Entire home/apt,69,1,354,4,0,61
23095049,2711732,Keith,Castro/Upper Market,37.75923,-122.43522,Private room,172,1,82,4,351,23
22104756,150732464,Salman,Nob Hill,37.79577,-122.41718,Entire home/apt,79,30,17,7,203,4
23106655,170427853,Al,Potrero Hill,37.75588,-122.39937,Entire home/apt,139,30,26,1,219,4
22592721,131200418,Lois,Inner Sunset,37.76377,-122.47286,Entire home/apt,118,30,5,25,67,0
22175258,34799523,Mari,Bernal Heights,37.74282,-122.40926,Entire home/apt,180,3,37,4,356,7
22597536,4430421,Landmark,Downtown/Civic Center,37.78428,-122.41592,Entire home/apt,91,30,1,154,177,0
23121061,2711732,Keith,Castro/Upper Market,37.76011,-122.4346,Private room,125,1,89,4,346,25
22179656,55608305,Siana,Twin Peaks,37.75748,-122.44682,Entire home/apt,120,30,0,1,95,0
23147212,56398946,Marcia,Outer Richmond,37.77856,-122.50215,Private room,71,2,190,3,250,0
22609372,1892430,Jan,Haight Ashbury,37.76909,-122.4436,Entire home/apt,105,30,6,29,193,1
22189205,7636990,Greg & Nathalie,Haight Ashbury,37.76647,-122.44872,Entire home/apt,200,30,4,2,41,0
22626810,1257432,San Francisco Life Real Estate,Downtown/Civic Center,37.77844,-122.42248,Entire home/apt,107,30,4,28,340,2
22190418,9109983,Geoffrey,Outer Mission,37.72366,-122.43981,Private room,70,7,67,4,283,11
22630205,1692184,Joe & Katrina,Nob Hill,37.79591,-122.41053,Entire home/apt,175,30,0,3,335,0
23147423,172003832,Sylvia,Glen Park,37.73491,-122.43271,Entire home/apt,215,30,1,1,0,0
22193833,7636990,Greg & Nathalie,Haight Ashbury,37.76661,-122.44775,Entire home/apt,296,30,13,2,59,3
22214202,16440250,Tiffany,Bernal Heights,37.74624,-122.41637,Entire home/apt,123,2,386,1,59,77
23147806,172043251,Peter,Mission,37.74795,-122.42423,Private room,94,1,58,3,0,10
23150717,100672984,Roberto,Castro/Upper Market,37.76249,-122.42926,Entire home/apt,199,2,175,3,205,63
22652071,1892430,Jan,Haight Ashbury,37.76909,-122.4436,Entire home/apt,125,30,4,29,187,2
22229654,148590346,Ellen,Outer Sunset,37.75771,-122.50032,Entire home/apt,125,1,299,1,151,72
22653093,4430421,Landmark,Downtown/Civic Center,37.78497,-122.41447,Entire home/apt,89,30,6,154,177,1
22662336,131200418,Lois,Inner Sunset,37.76515,-122.47091,Private room,55,30,4,25,179,0
23179561,47514427,Jeffrey & Susan & Bryce,Downtown/Civic Center,37.78787,-122.4104,Private room,320,2,19,27,64,0
23184048,4430421,Landmark,Downtown/Civic Center,37.78621,-122.41622,Entire home/apt,105,30,1,154,177,0
22245431,13613187,Rose,Potrero Hill,37.75432,-122.40088,Entire home/apt,179,2,71,1,28,17
23204343,172548751,Alex,Inner Sunset,37.75841,-122.46508,Private room,65,30,4,1,179,1
22676805,110078968,Ahmed,Haight Ashbury,37.77076,-122.44548,Entire home/apt,65,30,13,9,82,3
22690820,4430421,Landmark,Downtown/Civic Center,37.7844,-122.41459,Entire home/apt,88,30,3,154,177,2
22694237,131200418,Lois,Parkside,37.74263,-122.47576,Private room,66,30,5,25,89,5
22263518,1892430,Jan,Haight Ashbury,37.76966,-122.43746,Entire home/apt,160,30,1,29,252,0
22265031,1892430,Jan,Inner Sunset,37.76411,-122.4618,Entire home/apt,90,30,1,29,309,0
23209264,23741447,Linda,Bayview,37.73304,-122.38619,Entire home/apt,106,1,339,2,69,83
22277766,5822506,Kelly + Ivan,Excelsior,37.71603,-122.43722,Entire home/apt,195,30,11,1,0,0
23217998,2711732,Keith,Castro/Upper Market,37.76078,-122.43386,Private room,93,1,110,4,342,36
22702846,4430421,Landmark,Downtown/Civic Center,37.78424,-122.41621,Entire home/apt,89,30,2,154,152,1
22328157,163243187,Bryan,Castro/Upper Market,37.76221,-122.44159,Entire home/apt,337,3,71,2,248,24
22704895,99664272,Monita,Outer Mission,37.71417,-122.45035,Private room,79,30,2,4,173,0
22340219,163339428,Jenny,Pacific Heights,37.79252,-122.42294,Private room,242,5,146,3,0,0
23437582,1536316,Regina,Castro/Upper Market,37.765,-122.44089,Entire home/apt,270,31,2,1,247,1
22705767,9130610,Mark,Mission,37.75897,-122.40933,Private room,150,4,42,2,0,0
23218751,168755616,George,Mission,37.7525,-122.41123,Private room,66,31,10,2,266,3
23452479,126644773,Evolve,Outer Richmond,37.77526,-122.50125,Entire home/apt,326,3,5,6,33,0
23222043,9632192,Susan,Western Addition,37.77317,-122.42439,Entire home/apt,110,30,13,12,340,4
23240184,170765678,Rachel,Outer Mission,37.71285,-122.45034,Private room,94,2,204,2,358,27
22715454,167574089,Aileen,Outer Sunset,37.76118,-122.50104,Entire home/apt,275,2,57,1,23,9
22718099,167608343,Alice,Outer Sunset,37.75932,-122.49847,Entire home/apt,138,3,196,1,247,47
23453808,174981520,Earl,Inner Richmond,37.77459,-122.46735,Private room,114,2,114,3,360,26
23271377,173206762,Stratford,Downtown/Civic Center,37.78669,-122.40882,Hotel room,119,1,8,61,284,1
22737945,158369175,Ejlam,Russian Hill,37.80217,-122.4233,Private room,93,30,5,5,365,1
22738026,158369175,Ejlam,Russian Hill,37.80126,-122.42316,Private room,120,30,10,5,365,3
22748621,9632192,Susan,Western Addition,37.77248,-122.4252,Entire home/apt,108,30,4,12,333,3
23470327,832651,Beatrice,Lakeshore,37.73539,-122.48234,Entire home/apt,150,1,18,1,347,18
23504233,147265814,Courtney,Haight Ashbury,37.76645,-122.44487,Entire home/apt,82,30,25,1,40,6
23292883,173206762,Stratford,Downtown/Civic Center,37.78788,-122.40713,Private room,119,1,14,61,284,6
23292919,173206762,Stratford,Downtown/Civic Center,37.78787,-122.40881,Private room,119,1,2,61,284,0
22768632,40963718,Blythe,Haight Ashbury,37.76575,-122.44912,Entire home/apt,100,30,19,1,223,6
23505904,4430421,Landmark,Mission,37.75418,-122.42412,Entire home/apt,145,30,2,154,177,1
22773184,4430421,Landmark,Downtown/Civic Center,37.78605,-122.41613,Entire home/apt,91,30,0,154,177,0
23293099,173206762,Stratford,Downtown/Civic Center,37.78793,-122.40685,Private room,119,1,7,61,284,3
23520080,4430421,Landmark,Downtown/Civic Center,37.78554,-122.41434,Entire home/apt,87,30,0,154,179,0
22792806,1892430,Jan,Pacific Heights,37.79085,-122.43529,Entire home/apt,95,30,5,29,287,1
22793002,1892430,Jan,Outer Richmond,37.77596,-122.50838,Entire home/apt,108,30,0,29,278,0
23521230,17572711,James,Bayview,37.72793,-122.38515,Private room,71,1,51,4,362,3
23293368,173206762,Stratford,Downtown/Civic Center,37.78661,-122.40684,Private room,119,1,3,61,284,3
23293404,173206762,Stratford,Downtown/Civic Center,37.78806,-122.40891,Private room,119,1,4,61,284,0
23521739,17572711,James,Bayview,37.72863,-122.38551,Private room,57,1,54,4,365,3
22800066,51158145,Heidi,Castro/Upper Market,37.75961,-122.43203,Entire home/apt,136,30,21,1,235,7
23522824,17572711,James,Bayview,37.72819,-122.38714,Private room,57,1,42,4,365,0
22815676,4430421,Landmark,Mission,37.75423,-122.42412,Entire home/apt,118,30,1,154,179,0
23293773,48005494,Zeus,South of Market,37.7753,-122.39526,Entire home/apt,329,30,4,31,157,0
23544397,145405692,Helen,Lakeshore,37.73356,-122.47551,Private room,138,1,48,3,56,28
23293823,173425402,Niels,South of Market,37.77974,-122.39782,Private room,99,5,115,3,48,19
23294130,173206762,Stratford,Downtown/Civic Center,37.78735,-122.40703,Private room,119,1,8,61,284,0
23303083,3138116,Jay & Kevin,Castro/Upper Market,37.76531,-122.42814,Entire home/apt,378,6,25,2,75,7
22826843,16545847,Victor,Inner Richmond,37.78457,-122.46314,Private room,108,1,62,2,79,33
22829352,168755616,George,Mission,37.75408,-122.40963,Private room,46,31,11,2,236,1
23545831,4430421,Landmark,Mission,37.7647,-122.41686,Entire home/apt,90,30,4,154,177,2
23545971,1892430,Jan,Haight Ashbury,37.76294,-122.45085,Entire home/apt,105,30,3,29,65,0
23550791,175969733,Sat,Crocker Amazon,37.71263,-122.44408,Private room,63,2,138,3,3,54
22864701,12008316,Ettore,Mission,37.7582,-122.42306,Entire home/apt,99,30,1,1,310,1
22886185,9632192,Susan,Western Addition,37.77317,-122.42439,Entire home/apt,110,30,10,12,266,2
23307906,10626427,Evie,Mission,37.76486,-122.41167,Entire home/apt,375,2,2,1,179,0
23312390,173206762,Stratford,Downtown/Civic Center,37.78675,-122.40905,Hotel room,119,1,23,61,284,0
23312433,173206762,Stratford,Downtown/Civic Center,37.78742,-122.40701,Private room,119,1,9,61,284,0
23551086,173206762,Stratford,Downtown/Civic Center,37.78596,-122.40856,Hotel room,119,1,33,61,284,4
23312568,173206762,Stratford,Downtown/Civic Center,37.78774,-122.40893,Private room,119,1,5,61,284,0
23312618,173206762,Stratford,Downtown/Civic Center,37.78817,-122.40751,Private room,119,1,39,61,284,28
23312644,173206762,Stratford,Downtown/Civic Center,37.78634,-122.40717,Hotel room,119,1,16,61,284,3
23312670,173206762,Stratford,Downtown/Civic Center,37.78752,-122.40679,Private room,119,1,5,61,284,0
22903941,13832870,International,Nob Hill,37.793,-122.41656,Entire home/apt,245,30,3,17,278,2
22906854,4430421,Landmark,Mission,37.76397,-122.41818,Entire home/apt,89,30,1,154,177,0
23551138,173206762,Stratford,Downtown/Civic Center,37.78594,-122.40704,Hotel room,119,1,21,61,284,3
23312702,173206762,Stratford,Downtown/Civic Center,37.78622,-122.40904,Private room,119,1,8,61,284,1
23312729,173206762,Stratford,Downtown/Civic Center,37.78677,-122.40681,Private room,119,1,5,61,284,0
22908548,4430421,Landmark,Mission,37.7661,-122.41761,Entire home/apt,89,30,4,154,179,2
22944965,38836,Bernat,Haight Ashbury,37.77396,-122.43931,Entire home/apt,132,30,13,22,0,4
22970151,168622682,Ceri,Russian Hill,37.79731,-122.42157,Entire home/apt,177,30,37,1,109,5
23312854,173206762,Stratford,Downtown/Civic Center,37.78585,-122.4073,Hotel room,119,1,4,61,284,1
23312910,173206762,Stratford,Downtown/Civic Center,37.78794,-122.40773,Private room,119,1,5,61,284,2
23313045,173206762,Stratford,Downtown/Civic Center,37.78603,-122.40772,Hotel room,119,1,19,61,284,5
23313157,173206762,Stratford,Downtown/Civic Center,37.78753,-122.40677,Private room,119,1,9,61,284,2
23313200,173206762,Stratford,Downtown/Civic Center,37.78769,-122.40911,Private room,119,1,582,61,284,580
22970266,131200418,Lois,Inner Sunset,37.76361,-122.47115,Private room,60,30,10,25,269,1
22981152,3676663,Catherine Marie,Bernal Heights,37.74043,-122.41977,Entire home/apt,150,30,1,2,359,0
23313532,159540074,Hewett,Crocker Amazon,37.71287,-122.44248,Private room,79,30,18,5,365,2
23314035,159540074,Hewett,Crocker Amazon,37.71264,-122.44422,Private room,82,30,21,5,339,1
23314308,159540074,Hewett,Crocker Amazon,37.71109,-122.44412,Private room,82,30,11,5,289,1
23326108,4430421,Landmark,Downtown/Civic Center,37.78474,-122.41633,Entire home/apt,88,30,2,154,177,1
23326739,4430421,Landmark,Downtown/Civic Center,37.78604,-122.41618,Entire home/apt,85,30,2,154,177,0
22986895,9032873,Susannah,South of Market,37.77849,-122.40592,Entire home/apt,155,30,23,1,202,4
22989582,62034618,Ting Ting,Outer Sunset,37.76483,-122.47945,Private room,49,30,7,20,89,0
23567834,135551998,Terry,Western Addition,37.77005,-122.43366,Entire home/apt,165,2,315,1,24,60
23004848,4430421,Landmark,Downtown/Civic Center,37.786,-122.4107,Entire home/apt,79,30,7,154,177,3
23004935,117141107,Zarinah,Haight Ashbury,37.76944,-122.44992,Hotel room,100,1,69,43,0,0
23020140,64646820,Michelle,Downtown/Civic Center,37.77964,-122.42111,Private room,149,3,23,38,0,0
23343999,4876413,Jerry,West of Twin Peaks,37.73559,-122.44288,Private room,70,30,8,2,177,2
23354077,39759525,Maria,Castro/Upper Market,37.75722,-122.43185,Entire home/apt,154,2,266,3,38,63
23568246,141784,Brad,Noe Valley,37.74214,-122.43163,Entire home/apt,175,2,197,1,19,26
23359001,988375,Jennifer,Nob Hill,37.79007,-122.41083,Entire home/apt,117,30,5,14,39,3
23025299,170765678,Rachel,Outer Mission,37.71142,-122.45008,Private room,91,2,242,2,343,29
23027174,146450,Yajun,Western Addition,37.78272,-122.43757,Entire home/apt,90,31,0,1,177,0
23582186,4430421,Landmark,Downtown/Civic Center,37.78567,-122.41154,Entire home/apt,80,30,1,154,179,1
23359552,172043251,Peter,Noe Valley,37.74668,-122.42484,Private room,94,1,68,3,0,8
23583038,10511700,Danny,Castro/Upper Market,37.76210785,-122.4325638,Entire home/apt,500,3,37,2,5,4
23371451,18351762,Ashley,Outer Sunset,37.75938,-122.50566,Entire home/apt,145,30,77,1,32,3
23830079,778281,Noelle,Outer Richmond,37.77541,-122.50231,Entire home/apt,120,30,33,1,179,1
23599466,70722023,Michael,Nob Hill,37.79128,-122.40953,Entire home/apt,60,2,42,41,0,2
23838746,43014594,Andrew,Outer Mission,37.72894,-122.44477,Entire home/apt,175,30,0,1,0,0
23373781,174218347,Ellis,Inner Richmond,37.78584,-122.4661,Entire home/apt,230,30,1,1,358,1
23609645,7557651,Maya,Noe Valley,37.7493,-122.44262,Private room,95,1,32,1,10,3
23431731,16595319,Ryan,Outer Sunset,37.76256,-122.49964,Entire home/apt,95,31,15,1,268,0
23433090,6161482,Marion,Potrero Hill,37.76219,-122.39653,Private room,115,2,188,2,245,47
23854289,64646820,Michelle,Downtown/Civic Center,37.77771,-122.42287,Private room,198,1,10,38,14,0
23883643,19045867,Roya,Bernal Heights,37.73509,-122.42729,Entire home/apt,160,2,155,1,127,41
24736036,56398946,Marcia,Outer Richmond,37.77817,-122.50381,Private room,69,1,201,3,64,0
23611950,173206762,Stratford,Downtown/Civic Center,37.78664,-122.40682,Private room,119,1,1,61,284,0
23884346,64646820,Michelle,Downtown/Civic Center,37.77955,-122.42178,Private room,194,2,26,38,6,0
23629793,173206762,Stratford,Downtown/Civic Center,37.78792,-122.40773,Private room,119,1,2,61,284,0
23630055,173206762,Stratford,Downtown/Civic Center,37.78809,-122.40815,Private room,119,1,26,61,284,17
23897639,2806033,Tina,Chinatown,37.79385,-122.40895,Private room,350,7,6,2,165,1
23907104,68135323,Jeffrey,Outer Sunset,37.75257,-122.50561,Entire home/apt,100,2,170,1,30,39
24755682,4430421,Landmark,Mission,37.76432,-122.4186,Entire home/apt,90,30,1,154,177,1
24782542,5503776,Anna And Alex,Castro/Upper Market,37.75714,-122.43352,Entire home/apt,312,1,352,1,83,85
24793296,2419887,Stephanie,Bernal Heights,37.74758,-122.42321,Entire home/apt,406,1,53,1,248,5
23922787,4430421,Landmark,Mission,37.76564,-122.41898,Entire home/apt,89,30,7,154,177,2
23634727,173206762,Stratford,Downtown/Civic Center,37.78611,-122.40681,Private room,119,1,3,61,284,1
23924310,4430421,Landmark,Downtown/Civic Center,37.78459,-122.41199,Entire home/apt,81,30,5,154,177,1
24828324,20583271,Erin,Bernal Heights,37.74019,-122.41006,Entire home/apt,300,2,22,1,0,0
24865936,55782784,Kevin,Downtown/Civic Center,37.78935,-122.40735,Private room,250,2,5,24,362,0
23634783,173206762,Stratford,Downtown/Civic Center,37.78807,-122.40883,Private room,119,1,1,61,284,0
23650448,40308957,Aj,South of Market,37.77501,-122.41133,Private room,100,30,1,1,364,0
23926875,4001786,Stephanie,Castro/Upper Market,37.75869,-122.42601,Entire home/apt,450,5,6,1,0,0
23665283,4430421,Landmark,Mission,37.75469,-122.42467,Entire home/apt,98,30,1,154,177,0
24890095,188173660,Yijia,Parkside,37.74559,-122.48953,Entire home/apt,79,1,142,3,77,28
23672181,6378008,Andrea,Mission,37.75685,-122.42087,Private room,105,2,199,1,30,43
24917420,15698776,Sofia,Western Addition,37.77636,-122.43209,Entire home/apt,350,30,17,1,248,0
24944439,4430421,Landmark,Downtown/Civic Center,37.7856,-122.41443,Entire home/apt,87,30,0,154,363,0
24944867,4430421,Landmark,Downtown/Civic Center,37.78379,-122.41025,Entire home/apt,81,30,4,154,365,0
23942828,99664272,Monita,Outer Mission,37.71383,-122.45033,Private room,46,30,5,4,229,1
23946104,9106943,Maria,Inner Richmond,37.77701,-122.45489,Entire home/apt,198,2,155,1,112,41
23963479,4430421,Landmark,Downtown/Civic Center,37.78529,-122.41202,Entire home/apt,81,30,6,154,177,0
23680952,674976,Phil,Inner Richmond,37.77845,-122.45608,Private room,89,2,49,3,0,4
23681212,64646820,Michelle,Downtown/Civic Center,37.78887,-122.41095,Private room,223,3,53,38,15,0
23681672,47100471,Remi,Western Addition,37.78492,-122.44675,Private room,313,30,3,2,365,0
23963992,152980706,Jon & Abbey,Western Addition,37.7793,-122.43782,Entire home/apt,350,2,80,1,0,18
23683696,153797883,Phyllis,Mission,37.76486,-122.42205,Entire home/apt,115,30,97,3,256,3
24000340,295976,Nathalie,Bernal Heights,37.74268,-122.41577,Private room,66,1,93,1,74,0
23684260,24053387,Annelise,Bernal Heights,37.74662,-122.41717,Entire home/apt,182,30,10,1,0,0
24013866,173425402,Niels,South of Market,37.78196,-122.39778,Private room,99,5,118,3,94,15
24968111,4430421,Landmark,Downtown/Civic Center,37.78419,-122.41209,Entire home/apt,82,30,1,154,177,1
23684463,64646820,Michelle,Downtown/Civic Center,37.78869,-122.41143,Entire home/apt,199,1,25,38,0,0
23684875,64646820,Michelle,Downtown/Civic Center,37.78694,-122.41133,Private room,199,1,16,38,0,0
23685499,64646820,Michelle,Downtown/Civic Center,37.77978,-122.42323,Private room,183,2,14,38,3,0
24968783,4430421,Landmark,Downtown/Civic Center,37.78609,-122.4112,Entire home/apt,81,30,3,154,177,1
24034368,1892430,Jan,Haight Ashbury,37.76939,-122.44582,Entire home/apt,90,30,14,29,225,3
23685560,177394339,Laily&Tracey,Bernal Heights,37.74431,-122.40734,Entire home/apt,211,3,131,1,143,19
23686129,64646820,Michelle,Downtown/Civic Center,37.78687,-122.41078,Private room,199,1,30,38,0,0
24992845,4430421,Landmark,Mission,37.76536,-122.41911,Entire home/apt,88,30,1,154,279,0
23686364,64646820,Michelle,Western Addition,37.77781,-122.42346,Private room,159,3,33,38,10,4
24038598,61330172,Tamara,Ocean View,37.71531,-122.46417,Shared room,195,30,0,1,89,0
23699151,64646820,Michelle,Downtown/Civic Center,37.78756,-122.40936,Private room,177,1,16,38,0,0
23700802,177152067,Irene,Outer Sunset,37.76299,-122.49784,Entire home/apt,399,1,45,1,176,10
25027248,4430421,Landmark,Downtown/Civic Center,37.78467,-122.41474,Entire home/apt,81,30,1,154,179,0
24065926,70722023,Michael,Downtown/Civic Center,37.78979,-122.40907,Entire home/apt,95,2,36,41,0,3
23711998,145405692,Helen,Lakeshore,37.73439,-122.47439,Private room,108,1,84,3,89,28
25034848,4430421,Landmark,Downtown/Civic Center,37.7861,-122.41203,Entire home/apt,81,30,2,154,177,1
25167424,4430421,Landmark,Mission,37.75416,-122.424,Entire home/apt,98,30,7,154,178,2
25189704,62034618,Ting Ting,Outer Sunset,37.76358,-122.47968,Private room,58,30,3,20,339,0
24083593,17968214,David,Mission,37.76962,-122.42294,Entire home/apt,200,30,44,1,89,12
23732691,145405692,Helen,Lakeshore,37.73439,-122.47439,Private room,134,1,93,3,89,37
24087763,159540074,Hewett,Crocker Amazon,37.71149,-122.44451,Private room,75,30,8,5,343,0
23746795,64646820,Michelle,Downtown/Civic Center,37.78701,-122.4095,Private room,199,2,25,38,5,1
25210300,14840556,Lucy,Western Addition,37.78581,-122.43629,Entire home/apt,333,30,1,1,235,0
23751274,178126462,Aisling,Mission,37.7486,-122.42058,Entire home/apt,189,30,67,1,152,2
24099269,1892430,Jan,Haight Ashbury,37.76462,-122.4511,Entire home/apt,90,30,2,29,303,0
23763871,160591574,Monte,Western Addition,37.78558,-122.44569,Private room,277,1,22,5,359,2
24116174,6858456,Landon&Ginger,Noe Valley,37.75334,-122.42587,Entire home/apt,457,2,10,1,0,0
25234139,115689498,Alok,Mission,37.75768,-122.40861,Entire home/apt,135,30,6,1,0,0
23773339,160591574,Monte,Presidio Heights,37.78572,-122.44762,Private room,302,1,29,5,364,3
23788672,1892430,Jan,Haight Ashbury,37.76437,-122.45183,Entire home/apt,127,30,2,29,340,0
24129914,33068864,Leslie,Western Addition,37.78779,-122.42682,Entire home/apt,149,30,105,1,271,5
