id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm
44631455,988375,Jennifer,North Beach,37.80464,-122.40956,Entire home/apt,395,30,0,14,0,0
44640480,694377,Beatrice,Nob Hill,37.79377,-122.41426,Entire home/apt,176,30,2,16,245,1
44657842,47056261,Colleen,Nob Hill,37.79053,-122.41328,Entire home/apt,112,30,13,1,242,4
43335381,1197730,Trent,Bernal Heights,37.74039,-122.41268,Private room,195,2,60,1,171,19
43335731,27368404,Eddie,Nob Hill,37.79531,-122.41265,Entire home/apt,323,30,6,4,260,2
43582741,32390258,Andy,South of Market,37.78674,-122.38955,Entire home/apt,104,30,3,1,146,2
43605780,347363658,May,Outer Sunset,37.7513,-122.49381,Private room,108,1,87,1,171,60
43614392,78129775,Erica,Marina,37.79722,-122.43659,Entire home/apt,377,30,82,1,0,6
44665164,4430421,Landmark,Mission,37.76595,-122.41873,Entire home/apt,87,30,0,154,179,0
44667442,555501,Ruth,Excelsior,37.72891,-122.42938,Entire home/apt,130,2,56,1,100,28
44683264,4430421,Landmark,Mission,37.75389,-122.42333,Entire home/apt,97,30,2,154,179,1
43336608,88602439,Elena,Downtown/Civic Center,37.78777,-122.42075,Entire home/apt,173,30,3,1,364,3
43346862,20850212,Young,Marina,37.79759,-122.42398,Private room,100,1,83,16,179,32
43349696,226555948,Gi'Angelo,Excelsior,37.72578,-122.40243,Entire home/apt,59,30,3,14,364,1
44684652,361846618,Kelly,Mission,37.75939,-122.4146,Entire home/apt,135,30,1,1,0,0
43349769,8180570,Irina,Parkside,37.74006,-122.4925,Entire home/apt,99,1,71,1,71,24
44684762,4430421,Landmark,Downtown/Civic Center,37.78599,-122.41192,Entire home/apt,81,30,3,154,179,2
44685079,4430421,Landmark,Downtown/Civic Center,37.78455,-122.41631,Entire home/apt,87,30,0,154,179,0
44705121,4430421,Landmark,Downtown/Civic Center,37.78521,-122.40983,Entire home/apt,78,30,0,154,179,0
44707253,4430421,Landmark,Downtown/Civic Center,37.78427,-122.41014,Entire home/apt,78,30,0,154,179,0
44756248,4430421,Landmark,Mission,37.76608,-122.41906,Entire home/apt,88,30,1,154,177,1
44757611,248285981,The Landing,Potrero Hill,37.75846,-122.39438,Entire home/apt,125,30,6,9,257,2
44758668,4430421,Landmark,Mission,37.76572,-122.41728,Entire home/apt,89,30,0,154,177,0
44799193,4430421,Landmark,Downtown/Civic Center,37.78551,-122.41199,Entire home/apt,78,30,1,154,178,1
44820378,298699757,Sonya,Bayview,37.73151,-122.40117,Private room,132,1,0,2,0,0
44854276,117987879,Johnny,Marina,37.79829,-122.43292,Entire home/apt,184,1,107,1,60,70
43351645,4929368,Antoine,South of Market,37.78201,-122.40741,Entire home/apt,230,30,3,1,326,3
43372025,122074829,Ed,Russian Hill,37.79962,-122.41363,Entire home/apt,175,30,6,2,209,6
43390057,162674732,Petite Auberge,Downtown/Civic Center,37.789551,-122.411423,Private room,155,1,9,4,282,2
43390069,162674732,Petite Auberge,Downtown/Civic Center,37.789551,-122.411423,Private room,195,1,1,4,278,1
43390075,162674732,Petite Auberge,Downtown/Civic Center,37.789551,-122.411423,Private room,175,1,36,4,290,9
43395762,301855381,Hai Lin,Outer Sunset,37.75168,-122.48952,Private room,64,1,25,1,62,25
43412641,46107941,Patti & Rob,Mission,37.76077,-122.42561,Entire home/apt,312,1,214,4,145,85
43637265,28977499,Dan,South of Market,37.78876,-122.39029,Entire home/apt,166,30,16,1,214,5
43652136,25711525,Tristan,Twin Peaks,37.76015,-122.44686,Entire home/apt,226,1,323,2,155,98
44856131,3263076,Alison,Potrero Hill,37.75553,-122.39928,Entire home/apt,325,3,14,1,0,6
43667068,79547260,Vy,Financial District,37.79203,-122.39552,Entire home/apt,450,30,0,1,0,0
44907640,28976623,Eli,Bernal Heights,37.74129,-122.40951,Entire home/apt,295,3,12,1,70,8
43703455,5790586,Nectar,Inner Sunset,37.76103,-122.47025,Entire home/apt,204,3,61,1,101,34
44950035,12971543,Mark,Nob Hill,37.79103,-122.41437,Entire home/apt,125,30,7,1,0,0
43710126,34007109,Vicky,Inner Sunset,37.75972,-122.47535,Entire home/apt,497,1,89,3,78,35
43431715,12372064,Julia L.,Haight Ashbury,37.77496,-122.4414,Entire home/apt,199,4,11,1,0,0
43432057,163061723,White Swan Inn,Downtown/Civic Center,37.789562,-122.411217,Private room,192,1,36,4,289,24
43432089,163061723,White Swan Inn,Downtown/Civic Center,37.789562,-122.411217,Private room,232,1,4,4,292,2
43432094,163061723,White Swan Inn,Downtown/Civic Center,37.789562,-122.411217,Private room,212,1,34,4,293,4
43442357,7433098,Aljosha,Excelsior,37.71959,-122.42941,Private room,48,30,3,2,35,0
43452502,2060012,Ari,Western Addition,37.77391,-122.42957,Private room,73,30,5,15,219,3
43452641,2060012,Ari,Western Addition,37.77174,-122.43109,Private room,73,30,1,15,224,0
44959827,4430421,Landmark,Mission,37.764,-122.41672,Entire home/apt,90,30,3,154,177,1
44960605,4430421,Landmark,Downtown/Civic Center,37.7847,-122.40989,Entire home/apt,78,30,0,154,179,0
44962398,4430421,Landmark,Downtown/Civic Center,37.78552,-122.41209,Entire home/apt,81,30,0,154,179,0
44964546,4430421,Landmark,Downtown/Civic Center,37.78577,-122.41028,Entire home/apt,79,30,2,154,91,2
44997657,16250434,Benjamin,Russian Hill,37.80125,-122.41439,Entire home/apt,130,30,30,2,365,1
43459680,826995,Kary,Mission,37.76042,-122.41961,Entire home/apt,269,30,5,1,298,2
43471386,131200418,Lois,Parkside,37.74289,-122.47397,Private room,59,30,5,25,358,1
44999980,4430421,Landmark,Downtown/Civic Center,37.78578,-122.41004,Entire home/apt,78,30,1,154,179,1
43717711,71567392,Alene,Parkside,37.73681,-122.49748,Private room,45,30,3,2,33,1
43475468,65136730,Ryan,Mission,37.75721,-122.41245,Entire home/apt,300,30,0,1,0,0
45000250,16250434,Benjamin,Russian Hill,37.79923,-122.41462,Entire home/apt,100,30,10,2,339,0
45000465,4430421,Landmark,Mission,37.76609,-122.41722,Entire home/apt,90,30,1,154,177,0
45001059,4430421,Landmark,Mission,37.75414,-122.42435,Entire home/apt,98,30,3,154,179,1
45003134,145413103,Paula,Outer Sunset,37.75609,-122.49518,Entire home/apt,135,1,27,1,52,27
45241648,65489418,Mitzy,Western Addition,37.78537,-122.43662,Entire home/apt,105,30,14,1,0,4
45284420,330231,Richard,Bernal Heights,37.74245,-122.42383,Entire home/apt,140,30,6,10,365,2
43729319,330745922,Connie,North Beach,37.79921,-122.40573,Entire home/apt,190,30,8,5,179,2
43738007,1892430,Jan,Inner Richmond,37.77588,-122.46895,Entire home/apt,130,30,3,29,260,0
43742330,248285981,The Landing,Potrero Hill,37.75687,-122.39394,Entire home/apt,140,30,3,9,48,2
43778249,46495135,Matthew,Mission,37.75454,-122.42242,Entire home/apt,149,30,7,3,224,4
45017481,4430421,Landmark,Mission,37.766,-122.41702,Entire home/apt,87,30,0,154,152,0
45029834,4430421,Landmark,Downtown/Civic Center,37.78426,-122.41664,Entire home/apt,85,30,1,154,179,1
45067263,61612496,Darcy,Noe Valley,37.75089,-122.44064,Entire home/apt,292,2,47,1,159,17
43818989,222085441,Marcia,Noe Valley,37.75279,-122.43861,Entire home/apt,279,30,1,1,359,0
45317396,203835246,Justilien,Inner Richmond,37.783421,-122.465797,Entire home/apt,102,30,2,2,125,2
45324042,107434423,Blueground,North Beach,37.8040758,-122.4052486,Entire home/apt,179,31,0,138,327,0
45078628,62034618,Ting Ting,Outer Sunset,37.76499,-122.47742,Entire home/apt,116,30,1,20,89,0
45080917,56931251,Esther,Outer Sunset,37.75296,-122.48119,Entire home/apt,140,7,55,1,241,24
45330185,228403862,Cherie,North Beach,37.80146,-122.40537,Entire home/apt,145,30,0,3,37,0
43821247,3794114,Audrey And Humphrey,Parkside,37.73938,-122.47868,Private room,99,2,84,1,173,18
43839602,107434423,Blueground,Financial District,37.7872571,-122.3963215,Entire home/apt,294,31,0,138,0,0
45345529,499584,Shruti,Mission,37.75862,-122.4104,Entire home/apt,100,30,6,1,0,0
45345653,46107941,Patti & Rob,Mission,37.76057,-122.42567,Entire home/apt,499,30,7,4,116,3
45095184,694377,Beatrice,Nob Hill,37.79315,-122.41382,Entire home/apt,105,30,6,16,198,3
45104114,4430421,Landmark,Downtown/Civic Center,37.78396,-122.41586,Entire home/apt,82,30,0,154,179,0
45104646,4430421,Landmark,Downtown/Civic Center,37.78476,-122.41657,Entire home/apt,130,30,1,154,179,1
45106798,203065170,Serhan,Noe Valley,37.7484,-122.43299,Private room,63,30,7,14,2,2
45115201,1892430,Jan,Western Addition,37.76961,-122.43565,Entire home/apt,85,30,2,29,216,1
45115755,4430421,Landmark,Downtown/Civic Center,37.78608,-122.41464,Entire home/apt,103,30,0,154,179,0
45121289,4430421,Landmark,Downtown/Civic Center,37.78589,-122.41637,Entire home/apt,132,30,1,154,179,1
45123088,4430421,Landmark,Downtown/Civic Center,37.78382,-122.41044,Entire home/apt,79,30,2,154,179,0
45123692,4430421,Landmark,Downtown/Civic Center,37.78436,-122.41002,Entire home/apt,81,30,2,154,179,0
45125280,4430421,Landmark,Downtown/Civic Center,37.78392,-122.41009,Entire home/apt,79,30,0,154,179,0
45143062,9080666,Sandy,Ocean View,37.71975,-122.45119,Entire home/apt,75,30,3,6,287,1
45179395,248285981,The Landing,Potrero Hill,37.75714,-122.39361,Entire home/apt,125,30,3,9,260,1
45190219,156504244,Richard,Outer Richmond,37.77274,-122.50973,Entire home/apt,140,30,0,1,365,0
45346229,205380212,Joerg,Nob Hill,37.79514,-122.42019,Entire home/apt,200,30,7,1,247,2
45349587,62034618,Ting Ting,Outer Sunset,37.76446,-122.47965,Entire home/apt,120,30,0,20,365,0
45355127,109550778,Greg,Nob Hill,37.79611,-122.41364,Entire home/apt,90,30,11,3,139,2
45190995,9576522,Siya,Russian Hill,37.80097,-122.4228,Entire home/apt,100,30,1,1,0,0
45369406,36568610,Jules,Potrero Hill,37.75878,-122.39418,Entire home/apt,220,30,3,1,226,0
45202539,70423889,Giulio,Bernal Heights,37.74726118,-122.406572,Entire home/apt,185,1,98,1,146,39
43840297,88566861,Kasa,Downtown/Civic Center,37.78904,-122.41335,Private room,200,1,77,17,299,43
43840352,88566861,Kasa,Downtown/Civic Center,37.78951,-122.41102,Private room,197,1,481,17,297,45
43840354,88566861,Kasa,Downtown/Civic Center,37.78757,-122.41298,Private room,111,7,78,17,292,24
43840355,88566861,Kasa,Downtown/Civic Center,37.7874,-122.41308,Private room,126,7,201,17,296,55
43849384,43918217,Mike,Inner Sunset,37.76556,-122.45332,Entire home/apt,175,30,12,8,364,4
43862687,38755455,Steve,Outer Sunset,37.75959,-122.47815,Entire home/apt,146,2,167,4,29,15
45220039,97174956,Fariborz,Inner Richmond,37.77398,-122.47226,Entire home/apt,110,30,8,1,0,5
43872995,2677333,Usman,Inner Richmond,37.77543,-122.45729,Private room,60,30,0,1,89,0
43879677,694377,Beatrice,Nob Hill,37.79356,-122.41208,Entire home/apt,110,30,0,16,181,0
43894729,775963,Eileen,Noe Valley,37.74966,-122.43824,Private room,140,2,42,2,285,42
43910662,330231,Richard,Marina,37.80249,-122.44539,Entire home/apt,125,30,7,10,285,4
43926564,248285981,The Landing,Potrero Hill,37.75836,-122.39587,Entire home/apt,195,30,5,9,354,2
43928758,17013917,Taya,Outer Richmond,37.78004,-122.48584,Entire home/apt,145,30,6,3,267,1
45369529,100428075,Sam,Financial District,37.79771,-122.39861,Entire home/apt,150,31,1,3,365,0
45369733,87164837,Drew,Downtown/Civic Center,37.78698,-122.40961,Entire home/apt,157,2,8,2,11,5
45224017,19584367,Elisa,Russian Hill,37.80307,-122.41454,Private room,48,30,10,4,64,4
45226466,147829281,Sheng,South of Market,37.78659,-122.3899,Entire home/apt,110,30,0,1,0,0
45377409,365825241,Arben,Haight Ashbury,37.77358,-122.43787,Entire home/apt,175,30,2,1,315,0
45238481,2567585,Lauren & Ron,Mission,37.76203,-122.42457,Entire home/apt,204,3,14,1,0,0
45380601,123436073,Alex,Marina,37.80233,-122.44527,Entire home/apt,120,30,0,1,0,0
45241087,82839,Erin,Bernal Heights,37.74254,-122.42031,Entire home/apt,100,30,4,1,217,2
45383300,11968934,Shayan,South of Market,37.78929,-122.3898,Private room,98,30,3,1,364,3
45829352,218631586,Juan,Mission,37.75874,-122.42092,Entire home/apt,170,30,6,1,247,2
45400716,14869382,Kevin,South of Market,37.77703,-122.40851,Entire home/apt,164,30,7,1,223,5
43987361,352419230,Jean,Excelsior,37.71545,-122.43288,Private room,69,1,34,2,145,28
44061995,38648,Sheila,Haight Ashbury,37.7691,-122.45307,Entire home/apt,120,30,5,1,255,4
45830359,61459936,Victoria,Bayview,37.73579,-122.38472,Entire home/apt,411,4,8,2,189,8
44086182,38755455,Steve,Outer Sunset,37.76062,-122.47803,Entire home/apt,114,1,167,4,63,17
44087782,8030079,Erica,Mission,37.76694,-122.41929,Entire home/apt,140,30,12,1,86,5
44102103,20581139,Darcie,Bernal Heights,37.74031,-122.41791,Entire home/apt,117,30,6,1,186,2
45413092,3509116,Monty,Inner Richmond,37.78051,-122.4513,Entire home/apt,120,30,10,2,290,5
45421974,36999583,Hao,Downtown/Civic Center,37.78781,-122.42079,Entire home/apt,180,30,7,1,299,3
45831278,28065033,Jessica,Russian Hill,37.80033,-122.42339,Private room,150,30,0,1,0,0
45843506,6763925,Araceli,Castro/Upper Market,37.76881,-122.43637,Entire home/apt,145,30,1,9,253,0
45843730,172378324,Mary,Bernal Heights,37.74754,-122.41128,Entire home/apt,231,2,129,1,61,48
45423640,56125065,Peg,Outer Richmond,37.77956,-122.49946,Entire home/apt,112,1,236,1,119,97
45466080,52112382,Aaron,Western Addition,37.77466,-122.43247,Entire home/apt,500,30,1,1,0,0
44118516,370518,Brent,Mission,37.76803,-122.41786,Entire home/apt,349,30,49,1,41,12
45843816,21795537,Liat,Mission,37.7585,-122.40815,Entire home/apt,337,2,57,1,0,11
44139093,137027970,Leila,Marina,37.80387,-122.43378,Entire home/apt,298,30,5,1,356,1
45467451,305752865,Keren,South of Market,37.77237,-122.41193,Entire home/apt,229,30,0,2,0,0
45469961,56874549,Fatima,Marina,37.80021,-122.42921,Entire home/apt,129,30,10,2,144,6
45866012,371841329,Beth,South of Market,37.77424,-122.41581,Entire home/apt,115,30,3,14,0,0
45866592,1126796,E J,Western Addition,37.77807,-122.43122,Entire home/apt,115,30,1,2,250,1
45866598,1126796,E J,Western Addition,37.77606,-122.43238,Entire home/apt,265,30,2,2,238,0
45867165,371852263,Graham,Noe Valley,37.75311,-122.43294,Private room,70,30,0,1,76,0
45492173,22541573,Ken,South of Market,37.78652,-122.39383,Entire home/apt,269,30,0,17,343,0
45492187,22541573,Ken,South of Market,37.78809,-122.39344,Entire home/apt,259,30,0,17,359,0
45492193,22541573,Ken,South of Market,37.78618,-122.39188,Entire home/apt,269,30,4,17,359,0
45492201,22541573,Ken,South of Market,37.7862,-122.39182,Entire home/apt,269,30,1,17,321,0
45492357,22541573,Ken,South of Market,37.78833,-122.39243,Entire home/apt,279,30,0,17,331,0
45492367,22541573,Ken,South of Market,37.78658,-122.39181,Entire home/apt,289,30,1,17,207,0
44262841,155667185,Keri,Bernal Heights,37.74676,-122.40702,Entire home/apt,130,2,95,1,27,39
44278394,203065170,Serhan,Noe Valley,37.74908,-122.43267,Private room,69,30,0,14,0,0
44280619,4920028,Julie,Inner Richmond,37.77864,-122.47739,Entire home/apt,170,2,142,1,99,74
45867341,371841329,Beth,South of Market,37.77424,-122.41581,Entire home/apt,110,30,3,14,63,0
45878013,6763925,Araceli,North Beach,37.80475,-122.4056,Entire home/apt,335,30,0,9,309,0
45884692,66802755,Keshav,South of Market,37.77709926,-122.4121387,Entire home/apt,95,30,0,1,154,0
44307673,2956748,Ajay,Noe Valley,37.74943,-122.43556,Entire home/apt,165,30,7,1,192,0
44323000,988375,Jennifer,South of Market,37.77215,-122.42167,Entire home/apt,120,30,3,14,2,2
45889585,5928633,Derek,Bernal Heights,37.74447632,-122.4186859,Entire home/apt,191,2,31,2,215,27
45897643,18955613,Poppy,Western Addition,37.78815,-122.43009,Entire home/apt,145,30,5,2,151,2
44323323,77807259,Guanying,Outer Sunset,37.75216,-122.4841,Entire home/apt,140,2,100,1,103,41
44339384,4430421,Landmark,Downtown/Civic Center,37.78566,-122.41023,Entire home/apt,81,30,1,154,178,0
44340065,4430421,Landmark,Downtown/Civic Center,37.78587,-122.41049,Entire home/apt,79,30,1,154,177,0
44354428,8537620,Matt,Castro/Upper Market,37.766075,-122.437706,Entire home/apt,260,30,5,1,255,5
44377815,55491137,Mayank,Mission,37.75586,-122.40585,Entire home/apt,425,30,1,1,47,1
44378665,4430421,Landmark,Mission,37.76549,-122.41706,Entire home/apt,88,30,0,154,177,0
45901274,67648,Sandra,Mission,37.768,-122.42433,Private room,110,30,0,1,173,0
45505675,188218045,Jane,Marina,37.79971,-122.43895,Private room,229,30,0,1,0,0
45913296,51152729,Nili,South of Market,37.77726,-122.40837,Private room,200,30,0,1,364,0
45520374,291050,Ka,Bayview,37.71896,-122.39744,Entire home/apt,88,30,8,2,153,3
44380001,559810,Liisa,Bernal Heights,37.74635,-122.40694,Entire home/apt,500,30,40,1,233,2
45926438,26974296,Marcello,Noe Valley,37.75565,-122.427,Entire home/apt,220,30,4,1,152,0
44388465,5817608,Jesse,Western Addition,37.77175,-122.42934,Entire home/apt,138,30,5,1,0,0
44394000,9130610,Mark,Mission,37.75776,-122.40889,Entire home/apt,450,4,17,2,0,8
44394655,4430421,Landmark,Mission,37.76531,-122.41887,Entire home/apt,89,30,2,154,179,0
44419280,35038356,Vinona,Noe Valley,37.74221,-122.43147,Entire home/apt,224,6,34,1,106,5
45531765,173416916,Van,Castro/Upper Market,37.76795,-122.4376,Entire home/apt,93,30,0,21,215,0
45532158,90504428,Tina C.,Visitacion Valley,37.71842,-122.4049,Entire home/apt,220,5,10,5,269,4
45540293,694377,Beatrice,Russian Hill,37.79806,-122.41208,Entire home/apt,130,30,4,16,235,2
45542268,285079318,Winnie,Inner Sunset,37.76003,-122.47604,Entire home/apt,165,2,127,1,73,39
45549943,79715071,Yusuke,Outer Richmond,37.77828,-122.4864,Private room,32,30,4,9,0,0
45578681,22039648,Maxime,Inner Sunset,37.76546,-122.45824,Entire home/apt,136,30,10,1,291,3
45595687,103884979,Rams,South of Market,37.77538,-122.41625,Private room,111,1,88,14,136,45
45941698,372448842,Ame,Bernal Heights,37.7365,-122.41616,Entire home/apt,225,2,28,1,96,18
44420807,358753140,Lillian,Inner Richmond,37.78242,-122.47108,Entire home/apt,109,30,15,1,45,7
44434972,352419230,Jean,Excelsior,37.71604,-122.43452,Private room,69,1,26,2,173,25
46676129,23918094,Nadine,South of Market,37.78809,-122.39134,Entire home/apt,319,30,2,2,364,2
45956682,110078968,Ahmed,Haight Ashbury,37.77251,-122.44478,Entire home/apt,96,30,8,9,54,3
45957153,233982334,Maria,Bernal Heights,37.74109,-122.42345,Entire home/apt,125,30,13,2,173,5
45969661,1892430,Jan,Pacific Heights,37.7897,-122.43639,Entire home/apt,95,30,1,29,347,0
45972337,4888089,Dan,Haight Ashbury,37.76308,-122.44609,Entire home/apt,200,30,6,1,139,4
46694062,313232693,Taylor,South of Market,37.77504,-122.40892,Private room,90,30,0,1,0,0
46732281,56874549,Fatima,Marina,37.80017,-122.4292,Entire home/apt,149,30,16,2,63,9
45988466,372793951,Mark,Marina,37.8025,-122.44014,Entire home/apt,161,30,24,1,118,2
45618175,1516926,Crissy,South of Market,37.77832,-122.40279,Private room,109,1,161,1,110,54
45624070,21196676,Craig,Noe Valley,37.747669,-122.425255,Private room,94,1,160,4,100,84
45625654,694377,Beatrice,Nob Hill,37.79522,-122.41417,Entire home/apt,140,30,0,16,276,0
45635976,625762,Ryan And Lindsea,Haight Ashbury,37.76716,-122.44684,Entire home/apt,160,30,4,2,333,2
45637368,7354696,Allen Palomino &,Western Addition,37.77178,-122.43491,Entire home/apt,185,30,1,2,272,1
46780128,54810554,Elizabeth,Twin Peaks,37.75496,-122.44326,Entire home/apt,295,1,81,2,344,27
46877156,79715071,Yusuke,Ocean View,37.72197,-122.45,Private room,27,30,3,9,74,1
45992079,6763925,Araceli,Haight Ashbury,37.77001,-122.44456,Entire home/apt,125,30,1,9,193,0
45993599,303118342,Jesse,Haight Ashbury,37.76803,-122.44264,Entire home/apt,110,30,0,23,193,0
45996800,371281355,Pedro,Ocean View,37.71964,-122.46543,Private room,48,30,28,2,147,1
46920923,21003274,Adrian,Bernal Heights,37.73674,-122.41352,Entire home/apt,240,30,2,1,94,1
46927679,1154836,Ginger,Noe Valley,37.75339,-122.42791,Entire home/apt,105,30,0,3,363,0
46022700,2761772,Traci,Noe Valley,37.75241,-122.43541,Entire home/apt,139,30,29,2,110,9
46037939,373161933,Thomas,Mission,37.75158,-122.40776,Entire home/apt,200,30,1,1,178,0
46057087,50493756,Doug,Mission,37.76077,-122.42069,Entire home/apt,198,30,5,2,1,3
46986918,694377,Beatrice,Russian Hill,37.79789,-122.41321,Entire home/apt,125,30,6,16,231,2
46091378,4667343,David,Haight Ashbury,37.76923,-122.44675,Entire home/apt,250,30,13,1,263,2
46993972,2035160,Mj,Potrero Hill,37.76553,-122.40025,Entire home/apt,259,30,5,1,179,1
45655750,4026717,John,Castro/Upper Market,37.76185,-122.42912,Entire home/apt,200,30,5,1,365,2
46099429,8145777,Michael,Mission,37.76351,-122.4221,Entire home/apt,160,30,4,7,353,4
46119764,177224235,Nona,Chinatown,37.79083,-122.40816,Entire home/apt,150,1,0,1,0,0
45657042,369884091,Sally,Outer Sunset,37.7512,-122.50424,Private room,82,2,95,3,339,59
45658379,369884091,Sally,Outer Sunset,37.74917,-122.50508,Private room,78,2,107,3,349,58
45670367,694377,Beatrice,Nob Hill,37.79331,-122.41375,Entire home/apt,130,30,3,16,287,0
47028102,380133125,Konrad,Western Addition,37.78267,-122.42476,Entire home/apt,175,30,3,1,83,2
47032667,371841329,Beth,South of Market,37.77578,-122.40845,Entire home/apt,175,30,2,14,87,0
47033455,6763925,Araceli,Castro/Upper Market,37.76781,-122.4378,Entire home/apt,115,30,0,9,309,0
46119882,17013917,Taya,Outer Richmond,37.77825,-122.48464,Entire home/apt,130,30,2,3,278,0
46138272,228403862,Cherie,Russian Hill,37.80005,-122.41692,Entire home/apt,140,30,3,3,32,3
47049897,7241833,Eunah & James,Outer Sunset,37.75846,-122.47699,Private room,135,2,40,1,0,14
47052884,1671976,Stefan,Nob Hill,37.79416,-122.41124,Entire home/apt,125,30,6,3,64,3
45675987,345991025,Danielle,Western Addition,37.77723,-122.4243,Entire home/apt,350,30,10,1,336,4
45703397,5064103,Reni,Nob Hill,37.79177,-122.41212,Entire home/apt,145,30,8,1,172,3
45713504,189949162,Joey,Outer Sunset,37.74888,-122.50472,Private room,82,1,190,6,80,106
45735314,368464065,Grace,Outer Richmond,37.78349,-122.48382,Entire home/apt,180,30,7,1,249,4
45736356,303118342,Jesse,Haight Ashbury,37.76965,-122.43752,Entire home/apt,165,30,0,23,253,0
46146220,264963463,Jean,Noe Valley,37.74343,-122.43146,Entire home/apt,200,30,7,1,131,0
45739694,370792476,Andrew,South of Market,37.78818,-122.38947,Entire home/apt,119,30,7,1,325,2
45743806,6763925,Araceli,Haight Ashbury,37.76808,-122.44282,Entire home/apt,155,30,0,9,187,0
47065418,14200913,Beau,Castro/Upper Market,37.76173,-122.43102,Private room,163,2,181,1,58,81
47098696,371841329,Beth,South of Market,37.77331,-122.41494,Entire home/apt,128,30,1,14,6,0
47100477,371841329,Beth,South of Market,37.77349,-122.41486,Entire home/apt,117,30,1,14,56,0
47101484,12556651,Jaysa,West of Twin Peaks,37.73489,-122.44433,Entire home/apt,415,30,8,2,31,2
46153684,52462563,Mirek,Chinatown,37.79316,-122.4088,Entire home/apt,240,30,0,2,365,0
46175388,694377,Beatrice,Nob Hill,37.79455,-122.4142,Entire home/apt,127,30,1,16,246,0
46221320,369560434,Rouslan,Russian Hill,37.8027,-122.41473,Entire home/apt,113,30,36,2,64,8
45745045,370838667,Guillermo,Mission,37.75232,-122.4083,Private room,40,30,128,4,34,10
45745602,370838667,Guillermo,Mission,37.75301,-122.40803,Private room,35,30,93,4,186,8
45745676,370838667,Guillermo,Mission,37.75148,-122.40832,Private room,35,30,107,4,236,10
45752245,6763925,Araceli,Haight Ashbury,37.76613,-122.44475,Entire home/apt,90,30,0,9,340,0
45766831,305752865,Keren,South of Market,37.7713,-122.41082,Private room,37,30,1,2,0,0
45767492,2146719,Nikki,Mission,37.75268,-122.40582,Entire home/apt,170,30,4,11,179,2
45768060,22541573,Ken,South of Market,37.77495,-122.41782,Entire home/apt,239,30,0,17,349,0
46233114,107434423,Blueground,South of Market,37.782342,-122.388737,Entire home/apt,243,31,0,138,0,0
45768589,173416916,Van,Haight Ashbury,37.76417,-122.45242,Entire home/apt,85,30,0,21,309,0
46233171,107434423,Blueground,South of Market,37.782342,-122.388737,Entire home/apt,289,31,0,138,237,0
45785294,7197110,Cedric,Mission,37.75735,-122.40628,Entire home/apt,202,30,4,4,235,1
46233204,107434423,Blueground,South of Market,37.782342,-122.388737,Entire home/apt,203,31,0,138,315,0
46250005,374510911,Elmer,Inner Sunset,37.76396,-122.46332,Entire home/apt,103,30,3,1,89,1
47102878,49226984,Diana,South of Market,37.78546,-122.39315,Entire home/apt,159,30,7,1,261,4
46301687,374816333,Frances,Russian Hill,37.79858,-122.4102,Entire home/apt,208,31,4,2,363,2
47124930,64028,Aaron,Castro/Upper Market,37.76421,-122.43316,Entire home/apt,375,10,5,1,0,2
45785640,1778437,Nathan,Noe Valley,37.75219,-122.43363,Entire home/apt,123,30,10,1,124,1
46310827,422437,Phillip,South of Market,37.77751,-122.4074,Entire home/apt,145,30,9,1,144,4
46319218,6782071,Ashley,Western Addition,37.77201,-122.42954,Entire home/apt,100,30,10,7,70,4
46334377,137725971,Roselyn & Ming,Bayview,37.736861,-122.398045,Entire home/apt,90,30,1,2,154,1
45787580,371201572,Jeff,South of Market,37.77521,-122.41068,Entire home/apt,350,30,1,1,0,1
45798438,371281355,Pedro,Ocean View,37.71731,-122.46566,Private room,67,30,46,2,209,4
45805136,1535113,Joshin,Crocker Amazon,37.71137,-122.43826,Private room,86,2,161,1,73,80
47137431,375082226,Yu Chang,Ocean View,37.71211,-122.4659,Private room,55,30,1,4,89,0
47157599,203065170,Serhan,Noe Valley,37.74715,-122.43311,Private room,53,30,0,14,0,0
46341994,375082226,Yu Chang,Ocean View,37.7232,-122.46665,Private room,38,30,1,4,0,0
46396118,22541573,Ken,South of Market,37.78797,-122.39205,Entire home/apt,189,30,2,17,359,0
46412007,7197110,Cedric,Mission,37.75575,-122.40595,Private room,55,30,0,4,236,0
46412534,7197110,Cedric,Mission,37.7558,-122.40671,Private room,59,30,0,4,276,0
46416657,375561658,Kurt & Alexandra,Noe Valley,37.7513,-122.43315,Entire home/apt,175,30,5,1,275,2
47175669,381077616,Annette,Pacific Heights,37.79024,-122.43743,Entire home/apt,200,30,11,4,233,3
45813759,20766247,Jim,Noe Valley,37.7476,-122.43197,Entire home/apt,303,3,101,1,34,46
45814991,3240477,Rick,Mission,37.75432,-122.4085,Entire home/apt,105,30,14,1,226,2
46417292,375566645,Mark,Mission,37.76909,-122.42368,Private room,53,30,8,14,166,6
46418088,375566645,Mark,Mission,37.76737,-122.42287,Private room,54,30,8,14,153,4
46434914,2253513,Scott,Castro/Upper Market,37.76079,-122.43308,Entire home/apt,111,30,13,2,31,4
46468461,119686948,Shali,Inner Richmond,37.77863,-122.45308,Entire home/apt,257,4,61,1,195,30
